stdPCA1,stdPCA2,stdPCA3,meanPCA1,meanPCA2,meanPCA3,meanS1,meanS2,stdS1,stdS2,rebuildError,ratios,stdFFTSHA,lenFFTSHA,stdlenFFTSHA,lenstdFFTSHA,posFFT,minstdS1,maxstdS1,mmstdS1,minstdS2,maxstdS2,mmstdS2,posRatio,stdWavelet,meanWavelet,class,
2.963569e+00,1.535807e+00,1.104805e+00,-4.591552e-17,8.609161e-18,-1.721832e-17,472,519,2.657066e+01,2.881666e+01,7.239818e-04,1.851852e+01,8.322660e+00,17,4.895682e-01,2.042616e+00,6,2.465675e+01,2.215827e+01,2.000486e+01,2.379636e+01,2.531929e+01,1.962142e+01,8.695652e-02,1.432578e-01,-1.610196e-02,Normal
3.035798e+00,1.327875e+00,1.236010e+00,-1.258552e-17,-3.595864e-17,2.067622e-17,4.762105e+02,4.801579e+02,7.944780e+01,7.973795e+01,4.984800e-04,1.969200e+01,1.125611e+01,6,1.876018e+00,5.330439e-01,9,5.873258e+01,7.929658e+01,5.802636e+01,6.056134e+01,8.077381e+01,6.131806e+01,0,1.648677e-01,2.034154e-02,Normal
2.948010e+00,1.533780e+00,1.183817e+00,-2.786442e-17,-6.269495e-17,5.572884e-17,4.896667e+02,5.096250e+02,2.194311e+01,2.764023e+01,4.270980e-04,1.757641e+01,2.050610e+01,3,6.835366e+00,1.462980e-01,5,1.647021e+01,2.052481e+01,1.464988e+01,2.401983e+01,2.441311e+01,2.072116e+01,0,2.916708e-01,-2.529670e-02,Normal
2.960629e+00,1.490207e+00,1.209136e+00,9.247845e-17,8.091864e-17,-7.706537e-18,4.775000e+02,4.917647e+02,3.051374e+01,1.726097e+01,3.741927e-04,1.947525e+01,3.704727e+01,6,6.174545e+00,1.619553e-01,10,2.718428e+01,2.852656e+01,2.501699e+01,1.472356e+01,1.516122e+01,1.224434e+01,0,7.737921e-02,-7.348903e-04,Normal
3.049975e+00,1.344714e+00,1.116935e+00,1.384174e-17,-6.459479e-17,-2.768348e-17,1.364500e+03,2427,2.050610e+01,0,3.369777e-04,5.158628e+00,4.777046e+00,36,1.326957e-01,7.536038e+00,5,2.050610e+01,2.050610e+01,2.050610e+01,0,0,0,7.500000e-01,6.438401e-02,2.975314e-03,Normal
2.983589e+00,1.466605e+00,1.185771e+00,4.763102e-17,-6.724379e-17,2.136391e-17,681,1.047333e+03,2.969848e+01,2.007345e+02,2.707793e-04,9.401442e+00,3.633180e+00,6,6.055301e-01,1.651446e+00,3,2.969848e+01,2.969848e+01,2.969848e+01,2.411234e+02,9.192388e+00,2.007345e+02,0,5.940833e-02,1.438605e-02,Normal
2.993769e+00,1.549477e+00,1.071214e+00,-4.535379e-17,7.606209e-17,3.023586e-17,685,1210,1.555635e+01,1.414214e+00,2.786305e-04,1.051525e+01,9.252627e+00,10,9.252627e-01,1.080774e+00,4,1.555635e+01,1.555635e+01,1.555635e+01,1.414214e+00,1.414214e+00,1.414214e+00,0,9.769146e-02,3.429156e-02,Normal
2.901536e+00,1.562522e+00,1.228996e+00,1.141434e-16,-7.133963e-18,1.070094e-17,443,6.583333e+02,2.743574e+02,1.267057e+02,6.940668e-04,1.191185e+01,1.155036e+01,9,1.283373e+00,7.791968e-01,4,2.743574e+02,2.743574e+02,2.743574e+02,9.828784e+01,8.061017e+01,1.267057e+02,0,8.248533e-02,-8.050651e-03,Normal
2.896076e+00,1.642812e+00,1.155863e+00,-6.446456e-18,-6.876220e-17,3.294855e-17,7.201667e+02,8.346667e+02,1.681183e+02,3.261580e+02,6.300117e-04,1.043506e+01,4.046162e+00,37,1.093557e-01,9.144468e+00,6,1.752270e+02,8.632902e+01,9.095420e+01,3.475241e+02,1.189777e+02,1.283754e+02,1.538462e-01,1.191963e-01,1.005286e-02,Normal
2.909171e+00,1.529398e+00,1.227674e+00,8.605189e-17,2.304961e-17,-1.075649e-17,827,1.299750e+03,3.698324e+02,3.978755e+02,3.788410e-04,8.611781e+00,9.321793e+00,17,5.483408e-01,1.823683e+00,5,3.860021e+02,2.077651e+02,2.279503e+02,3.683300e+02,2.567534e+02,2.411234e+02,8.000000e-01,1.248148e-01,6.564657e-03,Normal
3.063415e+00,1.339119e+00,1.114118e+00,8.403265e-17,4.551769e-17,1.458900e-19,6.643333e+02,1.004250e+03,1.465145e+02,2.203956e+02,4.782345e-04,1.179091e+01,2.441259e+01,14,1.743756e+00,5.734747e-01,6,1.500171e+02,1.148483e+02,1.191468e+02,2.198404e+02,1.359531e+02,1.313571e+02,5.000000e-01,1.927643e-01,9.674090e-03,Normal
2.903942e+00,1.517452e+00,1.211426e+00,2.849770e-17,4.482451e-17,-3.562213e-18,4.861667e+02,5.281667e+02,1.990394e+01,7.147983e+01,1.288705e-03,1.728034e+01,5.178246e+00,24,2.157602e-01,4.634774e+00,4,1.285302e+01,2.071714e+01,1.386542e+01,7.352755e+01,2.774347e+01,2.561738e+01,7.692308e-02,1.485114e-01,-1.145655e-02,Normal
3.109244e+00,1.214403e+00,1.110252e+00,8.305045e-17,1.061200e-16,4.613914e-18,1.641750e+03,1.856750e+03,2.719625e+02,5.678476e+02,4.904520e-04,5.823735e+00,5.467791e+00,25,2.187116e-01,4.572230e+00,5,2.520086e+02,1.608115e+02,1.378858e+02,5.916274e+02,2.751963e+02,3.146625e+02,2.222222e-01,1.145332e-01,2.189717e-04,Normal
2.903921e+00,1.595529e+00,1.153176e+00,2.683318e-17,-9.659947e-17,-5.366637e-18,4.744000e+02,6.792000e+02,1.940332e+01,2.779209e+01,4.768013e-04,1.580254e+01,7.230886e+00,9,8.034318e-01,1.244661e+00,5,1.579557e+01,1.687783e+01,1.273283e+01,2.620963e+01,1.885544e+01,1.633959e+01,4.761905e-02,9.906138e-02,1.627090e-02,Normal
2.718774e+00,1.877681e+00,1.222850e+00,-1.306145e-17,7.183796e-17,-6.530724e-18,3.516667e+02,4.462500e+02,1.443376e+01,2.115617e+01,3.180801e-04,1.936577e+01,1.783656e+01,8,2.229570e+00,4.485170e-01,2,0,0,1.443376e+01,2.059935e+01,9.018500e+00,5.656854e+00,0,7.077998e-02,2.948121e-02,Normal
2.990677e+00,1.479612e+00,1.107647e+00,-3.963976e-17,-3.716228e-17,5.202719e-17,1534,1.971750e+03,2.270264e+02,6.565624e+02,3.304487e-04,5.561735e+00,6.487751e+00,13,4.990577e-01,2.003776e+00,5,2.552655e+02,4.101219e+01,2.270264e+02,7.366996e+02,5.832095e+01,1.414214e+00,5.000000e-01,5.697517e-02,-5.229780e-04,Normal
2.993156e+00,1.416669e+00,1.157924e+00,1.720442e-17,5.591438e-17,7.526936e-18,816,8.933333e+02,6.774157e+02,6.558707e+02,3.100335e-04,8.423586e+00,5.224185e+00,21,2.487707e-01,4.019766e+00,3,7.000357e+02,2.163747e+02,6.774157e+02,5.748778e+02,3.429468e+02,6.558707e+02,0,6.876377e-02,1.408007e-03,Normal
3.193937e+00,1.134559e+00,9.277295e-01,-2.238250e-17,-2.848682e-17,2.034773e-17,807,910,2.152957e+02,2.730943e+02,5.724599e-04,1.085590e+01,0,2,0,2,11,1.802529e+02,1.863380e+02,1.470504e+02,2.727097e+02,1.989414e+02,1.976141e+02,7.368421e-01,1.106405e-01,-5.243604e-03,Normal
3.030672e+00,1.436885e+00,1.029310e+00,-5.175649e-17,6.654406e-17,3.696892e-18,3248,3753,6.929646e+01,1.923330e+02,1.227702e-03,2.595246e+00,1.133578e+01,6,1.889297e+00,5.292973e-01,17,6.929646e+01,6.929646e+01,6.929646e+01,1.923330e+02,1.923330e+02,1.923330e+02,4.000000e-01,2.176882e-01,2.201744e-02,Normal
3.069530e+00,1.312699e+00,1.142288e+00,2.137614e-17,-4.275227e-18,3.740824e-17,512,7.245833e+02,3.676955e+01,4.631603e+01,2.363042e-04,1.500420e+01,1.517637e+01,11,1.379670e+00,7.248110e-01,9,3.110978e+01,2.777507e+01,1.982030e+01,4.224883e+01,4.067208e+01,3.629447e+01,1.200000e-01,8.114662e-02,-2.639914e-03,Normal
3.081235e+00,1.348595e+00,1.105260e+00,5.626861e-17,1.211939e-17,1.817909e-17,5.118571e+02,6.833750e+02,2.935659e+01,6.551540e+01,2.216304e-04,1.551440e+01,1.030091e+01,25,4.120363e-01,2.426971e+00,8,2.214272e+01,2.668832e+01,2.053452e+01,5.101260e+01,6.009279e+01,4.464714e+01,0,1.410949e-01,8.963917e-03,Normal
3.116323e+00,1.296898e+00,1.052109e+00,0,-2.821405e-17,3.780683e-17,5.171000e+02,7.794545e+02,3.107500e+01,8.069989e+01,2.239041e-04,1.392493e+01,9.039727e+00,17,5.317487e-01,1.880588e+00,6,2.485011e+01,2.960058e+01,2.316401e+01,6.970764e+01,7.178548e+01,5.981871e+01,0,1.278021e-01,-4.771969e-03,Normal
3.085236e+00,1.317431e+00,1.128339e+00,8.198570e-17,-3.689357e-17,8.540177e-18,6.053333e+02,709,3.808324e+01,5.116640e+01,3.680049e-04,1.220815e+01,4.772840e+01,5,9.545680e+00,1.047594e-01,4,4.313351e+01,6.363961e+00,3.808324e+01,3.332166e+01,4.609049e+01,2.899138e+01,0,1.591474e-01,-1.028935e-02,Normal
3.169201e+00,1.197644e+00,1.001515e+00,-4.150366e-17,1.383455e-17,-6.917277e-18,5.408889e+02,7.546667e+02,1.937424e+01,5.649336e+01,3.292926e-04,1.474354e+01,1.128421e+01,8,1.410526e+00,7.089554e-01,5,1.527603e+01,1.555578e+01,1.018168e+01,5.125827e+01,4.676308e+01,4.095061e+01,1.578947e-01,1.602848e-01,1.723276e-02,Normal
